athlete_name,short_name,athlete_gender,athlete_birth_date,athlete_birth_place,athlete_birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
AGERO Eden,AGERO E,Male,00:00.0,,,Kenya,KEN,Rugby Sevens,RUG,,,1.83/6'0'',../../../en/results/rugby-sevens/athlete-profile-n1402295-agero-eden.htm
AGGEFORS Mikael,AGGEFORS M,Male,00:00.0,TUMBA,Sweden,Sweden,SWE,Handball,HBL,AALBORG,Denmark,1.91/6'3'',../../../en/results/handball/athlete-profile-n1408745-aggefors-mikael.htm
AGHAEIHAJIAGHA Soraya,AGHAEIHAJIAGHA S,Female,00:00.0,TEHRAN,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Badminton,BDM,,,,../../../en/results/badminton/athlete-profile-n1281726-aghaeihajiagha-soraya.htm
AGHAMIROVA Zohra,AGHAMIROVA Z,Female,00:00.0,BAKU,Azerbaijan,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,,,1.54/5'0'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1340919-aghamirova-zohra.htm
AGHAMIRZAEIJENAGHRAD Ali,AGHAMIRZAEIJENAGH.,Male,00:00.0,,,Islamic Republic of Iran,IRI,Canoe Sprint,CSP,BANDAR-E ANZALI,Islamic Republic of Iran,,../../../en/results/canoe-sprint/athlete-profile-n1292388-aghamirzaeijenaghrad-ali.htm
AGHASYAN Levon,AGHASYAN L,Male,00:00.0,KAPAN,Armenia,Armenia,ARM,Athletics,ATH,YEREVAN,Armenia,,../../../en/results/athletics/athlete-profile-n1306380-aghasyan-levon.htm
AGHAYEV Rafael,AGHAYEV R,Male,00:00.0,SUMQAYIT,Azerbaijan,Azerbaijan,AZE,Karate,KTE,AZERBAIJAN,,,../../../en/results/karate/athlete-profile-n1439675-aghayev-rafael.htm
AGIOMOR Ekerekeme,AGIOMOR E,Male,00:00.0,,,Nigeria,NGR,Wrestling,WRE,ASABA,Nigeria,,../../../en/results/wrestling/athlete-profile-n1350943-agiomor-ekerekeme.htm
AGIURGIUCULESE Alexandra,AGIURGIUCULESE A,Female,00:00.0,IASI,Romania,Italy,ITA,Rhythmic Gymnastics,GRY,UDINE,Italy,1.68/5'6'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1343119-agiurgiuculese-alexandra.htm
AGRALI Yavuz,AGRALI Y,Male,00:00.0,,,Turkey,TUR,Athletics,ATH,BINGOL,Turkey,,../../../en/results/athletics/athlete-profile-n1365542-agrali-yavuz.htm
AGREBI Omar,AGREBI O,Male,00:00.0,SFAX,Tunisia,Tunisia,TUN,Volleyball,VVO,,,2.05/6'8'',../../../en/results/volleyball/athlete-profile-n1331268-agrebi-omar.htm
AGRUSTI Andrea,AGRUSTI A,Male,00:00.0,SASSARI,Italy,Italy,ITA,Athletics,ATH,ROME,Italy,,../../../en/results/athletics/athlete-profile-n1305637-agrusti-andrea.htm
AGUIAR Mayra,AGUIAR M,Female,00:00.0,PORTO ALEGRE,Brazil,Brazil,BRA,Judo,JUD,,,,../../../en/results/judo/athlete-profile-n1338146-aguiar-mayra.htm
AGUILAR Ali,AGUILAR A,Female,00:00.0,"ROSEVILLE, CA",United States of America,United States of America,USA,Baseball/Softball,BSB,,,1.70/5'6'',../../../en/results/baseball-softball/athlete-profile-n1309993-aguilar-ali.htm
AGUILAR Andres,AGUILAR A,Male,00:00.0,,,Chile,CHI,Archery,ARC,,,,../../../en/results/archery/athlete-profile-n1312416-aguilar-andres.htm
AGUILAR Evelis Jazmin,AGUILAR EJ,Female,00:00.0,CHIGORODO,Colombia,Colombia,COL,Athletics,ATH,BOGOTA,Colombia,,../../../en/results/athletics/athlete-profile-n1410772-aguilar-evelis-jazmin.htm
AGUINAGALDE AQUIZU Julen,AGUINAGALDE AQUIZU,Male,00:00.0,,,Spain,ESP,Handball,HBL,,,1.96/6'5'',../../../en/results/handball/athlete-profile-n1314322-aguinagalde-aquizu-julen.htm
AGUIRRE Eduardo,AGUIRRE E,Male,00:00.0,,Mexico,Mexico,MEX,Football,FBL,MEXICO,,1.76/5'9'',../../../en/results/football/athlete-profile-n1300068-aguirre-eduardo.htm
AGUIRRE Erick,AGUIRRE E,Male,00:00.0,URUAPAN,Mexico,Mexico,MEX,Football,FBL,MEXICO,,1.71/5'7'',../../../en/results/football/athlete-profile-n1300069-aguirre-erick.htm
AGUIRRE Unai,AGUIRRE U,Male,00:00.0,,,Spain,ESP,Water Polo,WPO,,,1.92/6'3'',../../../en/results/water-polo/athlete-profile-n1325893-aguirre-unai.htm
AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Female,00:00.0,LA PAZ,Mexico,Mexico,MEX,Diving,DIV,GUADALAJARA,Mexico,1.56/5'1'',../../../en/results/diving/athlete-profile-n1300377-agundez-garcia-gabriela.htm
AH TONG Marion Faustino,AH TONG MF,Male,00:00.0,,,Samoa,SAM,Boxing,BOX,,,,../../../en/results/boxing/athlete-profile-n1416756-ah-tong-marion-faustino.htm
AHMAD Muhammad Isa,AHMAD MI,Male,00:00.0,,Singapore,Brunei Darussalam,BRU,Swimming,SWM,BANDAR SERI BEGAWAN,Brunei Darussalam,,../../../en/results/swimming/athlete-profile-n1458086-ahmad-muhammad-isa.htm
AHMED Aiman,AHMED A,Male,00:00.0,,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,,,1.64/5'4'',../../../en/results/football/athlete-profile-n1484596-ahmed-aiman.htm
AHMED ALI YUSUF Abdulla Essa,AHMED ALI YUSUF AE,Male,00:00.0,,,Bahrain,BRN,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1284031-ahmed-ali-yusuf-abdulla-essa.htm
AHMED Enas,AHMED E,Female,00:00.0,ALEXANDRIA,Egypt,Egypt,EGY,Wrestling,WRE,,,,../../../en/results/wrestling/athlete-profile-n1365210-ahmed-enas.htm
AHMED Junayna,AHMED J,Female,00:00.0,LONDON,Great Britain,Bangladesh,BAN,Swimming,SWM,LONDON,Great Britain,,../../../en/results/swimming/athlete-profile-n1349787-ahmed-junayna.htm
AHMED Mohamed,AHMED M,Male,00:00.0,,Bahrain,Bahrain,BRN,Handball,HBL,,,1.85/6'0'',../../../en/results/handball/athlete-profile-n1301071-ahmed-mohamed.htm
AHMED Mohammed,AHMED M,Male,00:00.0,MOGADISHU,Somalia,Canada,CAN,Athletics,ATH,"PORTLAND, OR",United States of America,,../../../en/results/athletics/athlete-profile-n1432365-ahmed-mohammed.htm
AHMED Samaa,AHMED S,Female,00:00.0,,,Egypt,EGY,Canoe Sprint,CSP,,,,../../../en/results/canoe-sprint/athlete-profile-n1296546-ahmed-samaa.htm
AHN Joonsoo,AHN J,Male,00:00.0,UIJEONGBU,Republic of Korea,Republic of Korea,KOR,Football,FBL,BUSAN,Republic of Korea,1.88/6'2'',../../../en/results/football/athlete-profile-n1342177-ahn-joonsoo.htm
AHOUANWANOU Odile,AHOUANWANOU O,Female,00:00.0,,Benin,Benin,BEN,Athletics,ATH,SOTTEVILLE-LES-ROUEN,France,,../../../en/results/athletics/athlete-profile-n1314572-ahouanwanou-odile.htm
AHOURE Murielle,AHOURE M,Female,00:00.0,ABIDJAN,Côte d'Ivoire,Côte d'Ivoire,CIV,Athletics,ATH,OSLO,Norway,,../../../en/results/athletics/athlete-profile-n1325204-ahoure-murielle.htm
AHSAN Mohammad,M AHSAN,Male,00:00.0,PALEMBANG,Indonesia,Indonesia,INA,Badminton,BDM,BOGOR,Indonesia,,../../../en/results/badminton/athlete-profile-n1364403-ahsan-mohammad.htm
AHSINGER Nicole,AHSINGER N,Female,00:00.0,"SAN DIEGO, CA",United States of America,United States of America,USA,Trampoline Gymnastics,GTR,"LAFAYETTE, LA",United States of America,1.63/5'4'',../../../en/results/trampoline-gymnastics/athlete-profile-n1348704-ahsinger-nicole.htm
AHYE Michelle-Lee,AHYE ML,Female,00:00.0,PORT OF SPAIN,Trinidad and Tobago,Trinidad and Tobago,TTO,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1468589-ahye-michelle-lee.htm
AI Yanhan,AI Y,Female,00:00.0,WUHAN,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,HUBEI,People's Republic of China,,../../../en/results/swimming/athlete-profile-n1310756-ai-yanhan.htm
AICARDI Matteo,AICARDI M,Male,00:00.0,FINALE LIGURE,Italy,Italy,ITA,Water Polo,WPO,ITALY,,1.92/6'3'',../../../en/results/water-polo/athlete-profile-n1347429-aicardi-matteo.htm
AICOBOAE Vlad,AICOBOAE V,,,,,,ROU,,ROW,,,,../../../en/results/rowing/athlete-profile-n1285948-aicoboae-vlad.htm
AIGNER Hannes,AIGNER H,Male,00:00.0,AUGSBURG,Germany,Germany,GER,Canoe Slalom,CSL,AUGSBURG,Germany,,../../../en/results/canoe-slalom/athlete-profile-n1333386-aigner-hannes.htm
AILINCAI Adriana,AILINCAI A,Female,00:00.0,,Romania,Romania,ROU,Rowing,ROW,SNAGOV,Romania,1.85/6'0'',../../../en/results/rowing/athlete-profile-n1287096-ailincai-adriana.htm
AIMABLE Steven,AIMABLE S,Male,00:00.0,,,Senegal,SEN,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1432046-aimable-steven.htm
AINAGULOV Mirambek,AINAGULOV M,Male,00:00.0,SHALKAR,Kazakhstan,Kazakhstan,KAZ,Wrestling,WRE,AKTOBE,Kazakhstan,,../../../en/results/wrestling/athlete-profile-n1303794-ainagulov-mirambek.htm
AIOANI Marian,AIOANI M,Male,00:00.0,BUFTEA,Romania,Romania,ROU,Football,FBL,TARGOVISTE,Romania,1.86/6'1'',../../../en/results/football/athlete-profile-n1380567-aioani-marian.htm
AISAH Windy Cantika,AISAH WC,Female,00:00.0,BANDUNG,Indonesia,Indonesia,INA,Weightlifting,WLF,BANDUNG,Indonesia,,../../../en/results/weightlifting/athlete-profile-n1320668-aisah-windy-cantika.htm
AIT DAOUD Kamel,AIT DAOUD K,Male,00:00.0,,,Algeria,ALG,Rowing,ROW,,,,../../../en/results/rowing/athlete-profile-n1377687-ait-daoud-kamel.htm
AIT OUAGRAM Zied,AIT OUAGRAM Z,Male,00:00.0,TUNIS,Tunisia,Morocco,MAR,Wrestling,WRE,EL JADIDA,Morocco,,../../../en/results/wrestling/athlete-profile-n1436405-ait-ouagram-zied.htm
AIT SAID Samir,AIT SAID S,Male,00:00.0,CHAMPIGNY-SUR-MARNE,France,France,FRA,Artistic Gymnastics,GAR,ANTIBES,France,1.68/5'6'',../../../en/results/artistic-gymnastics/athlete-profile-n1334960-ait-said-samir.htm
AITCHISON Holly,AITCHISON H,Female,00:00.0,SOUTHPORT,Great Britain,Great Britain,GBR,Rugby Sevens,RUG,,,1.75/5'8'',../../../en/results/rugby-sevens/athlete-profile-n1468795-aitchison-holly.htm
AIZAWA Akira,AIZAWA A,Male,00:00.0,SUKAGAWA,Japan,Japan,JPN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1447822-aizawa-akira.htm
AJOMALE Bolade,AJOMALE B,Male,00:00.0,,,Canada,CAN,Athletics,ATH,"TORONTO, ON",Canada,1.80/5'10'',../../../en/results/athletics/athlete-profile-n1432366-ajomale-bolade.htm
AKAHO Himawari,AKAHO H,Female,00:00.0,NANAO,Japan,Japan,JPN,Basketball,BKB,,,1.85/6'0'',../../../en/results/basketball/athlete-profile-n1313636-akaho-himawari.htm
AKGUL Taha,AKGUL T,Male,00:00.0,SIVAS,Turkey,Turkey,TUR,Wrestling,WRE,SIVAS,Turkey,,../../../en/results/wrestling/athlete-profile-n1382412-akgul-taha.htm
AKGUN Omer,AKGUN O,Male,00:00.0,DIYARBAKIR,Turkey,Turkey,TUR,Shooting,SHO,DIYARBAKIR,Turkey,,../../../en/results/shooting/athlete-profile-n1340688-akgun-omer.htm
AKHAIMOVA Liliia,AKHAIMOVA L,Female,00:00.0,VLADIVOSTOK,Russian Federation,ROC,ROC,Artistic Gymnastics,GAR,ST. PETERSBURG,Russian Federation,1.56/5'1'',../../../en/results/artistic-gymnastics/athlete-profile-n1406265-akhaimova-liliia.htm
AKHMADIEV Ildar,AKHMADIEV I,Male,00:00.0,HISOR,Tajikistan,Tajikistan,TJK,Athletics,ATH,HISOR,Tajikistan,,../../../en/results/athletics/athlete-profile-n1425601-akhmadiev-ildar.htm
AKHMETOVA Tatyana,AKHMETOVA T,Female,00:00.0,,Kazakhstan,Kazakhstan,KAZ,Wrestling,WRE,NUR-SULTAN,Kazakhstan,,../../../en/results/wrestling/athlete-profile-n1304038-akhmetova-tatyana.htm
AKHTAR Muhammad Khalil,AKHTAR MK,,,,,,PAK,,SHO,,,,../../../en/results/shooting/athlete-profile-n1304897-akhtar-muhammad-khalil.htm
AKIMENKO Mikhail,AKIMENKO M,Male,00:00.0,,,ROC,ROC,Athletics,ATH,PROKHLADNY,Russian Federation,,../../../en/results/athletics/athlete-profile-n1431094-akimenko-mikhail.htm
AKINRADEWO Foluke,AKINRADEWO F,Female,00:00.0,"LONDON, ON",Canada,United States of America,USA,Volleyball,VVO,,,1.91/6'3'',../../../en/results/volleyball/athlete-profile-n1298721-akinradewo-foluke.htm
AKINYI Elizabeth,AKINYI E,Female,00:00.0,,,Kenya,KEN,Boxing,BOX,,,,../../../en/results/boxing/athlete-profile-n1402282-akinyi-elizabeth.htm
AKKUS Mihrac,AKKUS M,Male,00:00.0,IGDIR,Turkey,Turkey,TUR,Judo,JUD,,,,../../../en/results/judo/athlete-profile-n1337608-akkus-mihrac.htm
AKMAL Nurul,AKMAL N,Female,00:00.0,BANDA ACEH,Indonesia,Indonesia,INA,Weightlifting,WLF,BANDA ACEH,Indonesia,,../../../en/results/weightlifting/athlete-profile-n1336872-akmal-nurul.htm
AKMATALIEV Ernazar,AKMATALIEV E,Male,00:00.0,ORTO-NURA,Kyrgyzstan,Kyrgyzstan,KGZ,Wrestling,WRE,,,,../../../en/results/wrestling/athlete-profile-n1464986-akmataliev-ernazar.htm
AKMENS Roberts,AKMENS R,Male,00:00.0,TALSI,Latvia,Latvia,LAT,Canoe Sprint,CSP,,,1.91/6'3'',../../../en/results/canoe-sprint/athlete-profile-n1466958-akmens-roberts.htm
AKOZ Simge Sebnem,AKOZ SS,Female,00:00.0,SAMSUN,Turkey,Turkey,TUR,Volleyball,VVO,,,1.68/5'6'',../../../en/results/volleyball/athlete-profile-n1366204-akoz-simge-sebnem.htm
AKTAS Ugur,AKTAS U,Male,00:00.0,,,Turkey,TUR,Karate,KTE,,,,../../../en/results/karate/athlete-profile-n1325285-aktas-ugur.htm
AL ADAWI Issa Samir Hamed,AL ADAWI ISH,Male,00:00.0,,Oman,Oman,OMA,Swimming,SWM,JAPAN,,,../../../en/results/swimming/athlete-profile-n1317651-al-adawi-issa-samir-hamed.htm
AL AHRACH Ali,AL AHRACH A,Male,00:00.0,TANGER,Morocco,Morocco,MAR,Equestrian,EQU,,,,../../../en/results/equestrian/athlete-profile-n1432338-al-ahrach-ali.htm
AL ALAWI Mazoon,AL ALAWI M,Female,00:00.0,,,Oman,OMA,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1726457-al-alawi-mazoon.htm
AL BAWWAB Yazan,AL BAWWAB Y,Male,00:00.0,,,Palestine,PLE,Swimming,SWM,"OTTAWA, ON",Canada,,../../../en/results/swimming/athlete-profile-n1483809-al-bawwab-yazan.htm
AL FAIHAN Abdulrahman,AL FAIHAN A,Male,00:00.0,,Kuwait,Kuwait,KUW,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1413045-al-faihan-abdulrahman.htm
AL HARTHI Barakat,AL HARTHI B,Male,00:00.0,IBRA,Oman,Oman,OMA,Athletics,ATH,IBRA,Oman,,../../../en/results/athletics/athlete-profile-n1726458-al-harthi-barakat.htm
AL KHAFAJI Mohammed,AL KHAFAJI M,Male,00:00.0,BAGHDAD,Iraq,Iraq,IRQ,Rowing,ROW,,,,../../../en/results/rowing/athlete-profile-n1283036-al-khafaji-mohammed.htm
AL KHATRI Hamed,AL KHATRI H,Male,00:00.0,,Oman,Oman,OMA,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1726455-al-khatri-hamed.htm
AL MANWARI Bashair Obaid,AL MANWARI BO,Female,00:00.0,,,Qatar,QAT,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1478070-al-manwari-bashair-obaid.htm
AL OBAIDI Aker,AL OBAIDI A,Male,00:00.0,,,,EOR,Wrestling,WRE,AUSTRIA,,,../../../en/results/wrestling/athlete-profile-n1485422-al-obaidi-aker.htm
AL RASHEDI Mansour,AL RASHEDI M,Male,00:00.0,,Kuwait,Kuwait,KUW,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1413060-al-rashedi-mansour.htm
AL RUMAIHI Mohammed,AL RUMAIHI M,Male,00:00.0,DOHA,Qatar,Qatar,QAT,Shooting,SHO,,,1.87/6'1'',../../../en/results/shooting/athlete-profile-n1312942-al-rumaihi-mohammed.htm
AL YAARI Ahmed,AL YAARI A,Male,00:00.0,,,Yemen,YEM,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1284554-al-yaari-ahmed.htm
AL YASSIN Mazen Moutan,AL YASSIN MM,Male,00:00.0,,,Saudi Arabia,KSA,Athletics,ATH,JEDDAH,Saudi Arabia,,../../../en/results/athletics/athlete-profile-n1484575-al-yassin-mazen-moutan.htm
ALAKHVERDOVI Sakhil,ALAKHVERDOVI S,Male,00:00.0,,,Georgia,GEO,Boxing,BOX,TBILISI,Georgia,1.60/5'2'',../../../en/results/boxing/athlete-profile-n1285959-alakhverdovi-sakhil.htm
ALAME Haimro,ALAME H,Male,00:00.0,,,Israel,ISR,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1300472-alame-haimro.htm
ALAMIAN Nima,ALAMIAN N,Male,00:00.0,BABOL,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Table Tennis,TTE,FRANCE,,,../../../en/results/table-tennis/athlete-profile-n1283546-alamian-nima.htm
ALAMRI Abdulelah,ALAMRI A,Male,00:00.0,,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,,,1.85/6'0'',../../../en/results/football/athlete-profile-n1484616-alamri-abdulelah.htm
ALARIE Elissa,ALARIE E,Female,00:00.0,,,Canada,CAN,Rugby Sevens,RUG,"VICTORIA, BC",Canada,1.68/5'6'',../../../en/results/rugby-sevens/athlete-profile-n1469722-alarie-elissa.htm
ALARZA Fernando,ALARZA F,Male,00:00.0,TALAVERA DE LA REINA,Spain,,ESP,Triathlon,TRI,,,,../../../en/results/triathlon/athlete-profile-n1354668-alarza-fernando.htm
ALBA CASTILLO Rafael Yunier,ALBA CASTILLO RY,Male,00:00.0,,,Cuba,CUB,Taekwondo,TKW,SANTIAGO DE CUBA,Cuba,,../../../en/results/taekwondo/athlete-profile-n1302052-alba-castillo-rafael-yunier.htm
ALBARRACIN Matias,ALBARRACIN M,Male,00:00.0,CURITIBA,Brazil,Argentina,ARG,Equestrian,EQU,LA PLATA,Argentina,,../../../en/results/equestrian/athlete-profile-n1360544-albarracin-matias.htm
ALBAWARDI Zaid,ALBAWARDI Z,Male,00:00.0,,,Saudi Arabia,KSA,Football,FBL,RIYADH,Saudi Arabia,1.91/6'3'',../../../en/results/football/athlete-profile-n1484643-albawardi-zaid.htm
ALBAYRAK Vedat,ALBAYRAK V,Male,00:00.0,TBILISI,Georgia,Turkey,TUR,Judo,JUD,,,,../../../en/results/judo/athlete-profile-n1337614-albayrak-vedat.htm
ALBERS Felice,ALBERS F,Female,00:00.0,,,Netherlands,NED,Hockey,HOC,UITHOORN,Netherlands,,../../../en/results/hockey/athlete-profile-n1467332-albers-felice.htm
ALBERTARRIO Agustina,ALBERTARRIO A,Female,00:00.0,LOMAS DE ZAMORA,Argentina,Argentina,ARG,Hockey,HOC,,,,../../../en/results/hockey/athlete-profile-n1361689-albertarrio-agustina.htm
ALBICY Andrew,ALBICY A,Male,00:00.0,SEVRES,France,France,FRA,Basketball,BKB,,,1.78/5'10'',../../../en/results/basketball/athlete-profile-n1337826-albicy-andrew.htm
ALBRECHT Samuel,ALBRECHT S,Male,00:00.0,,Brazil,Brazil,BRA,Sailing,SAL,PORTO ALEGRE,Brazil,,../../../en/results/sailing/athlete-profile-n1357263-albrecht-samuel.htm
ALBRIKAN Feras,ALBRIKAN F,Male,00:00.0,,,Saudi Arabia,KSA,Football,FBL,,,1.81/5'11'',../../../en/results/football/athlete-profile-n1484595-albrikan-feras.htm
ALBUKHARI Amin,ALBUKHARI A,Male,00:00.0,,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,SAUDI ARABIA,,1.94/6'4'',../../../en/results/football/athlete-profile-n1484608-albukhari-amin.htm
ALDABBAGH Yasmeen,ALDABBAGH Y,Female,00:00.0,LONDON,Great Britain,Saudi Arabia,KSA,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1484585-aldabbagh-yasmeen.htm
ALDASS Sanda,ALDASS S,Female,00:00.0,,Syrian Arab Republic,,EOR,Judo,JUD,ALMERE,Netherlands,,../../../en/results/judo/athlete-profile-n1485460-aldass-sanda.htm
ALDAWSARI Khalifah,ALDAWSARI K,Male,00:00.0,,,Saudi Arabia,KSA,Football,FBL,,,1.77/5'9'',../../../en/results/football/athlete-profile-n1484617-aldawsari-khalifah.htm
ALDAWSARI Salem,ALDAWSARI S,Male,00:00.0,JEDDAH,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,RIYADH,Saudi Arabia,1.71/5'7'',../../../en/results/football/athlete-profile-n1484602-aldawsari-salem.htm
ALDERSEY Olympia,ALDERSEY O,Female,00:00.0,"ADELAIDE, SA",Australia,Australia,AUS,Rowing,ROW,,,1.83/6'0'',../../../en/results/rowing/athlete-profile-n1348937-aldersey-olympia.htm
ALEGRE BIOSCA David,ALEGRE BIOSCA D,Male,00:00.0,TERRASSA,Spain,Spain,ESP,Hockey,HOC,BARCELONA,Spain,1.84/6'0'',../../../en/results/hockey/athlete-profile-n1355321-alegre-biosca-david.htm
ALEKSANDROVA Ekaterina,ALEKSANDROVA E,Female,00:00.0,CHELYABINSK,Russian Federation,ROC,ROC,Tennis,TEN,PRAGUE,Czech Republic,1.76/5'9'',../../../en/results/tennis/athlete-profile-n1436775-aleksandrova-ekaterina.htm
ALEKSANDROVA Kseniia,ALEKSANDROVA K,Female,00:00.0,SAMARKAND,Uzbekistan,Uzbekistan,UZB,Rhythmic Gymnastics,GRY,TASHKENT,Uzbekistan,1.71/5'7'',../../../en/results/rhythmic-gymnastics/athlete-profile-n1285137-aleksandrova-kseniia.htm
ALEKSANYAN Artur,ALEKSANYAN A,Male,00:00.0,GYUMRI,Armenia,Armenia,ARM,Wrestling,WRE,GYUMRI,Armenia,,../../../en/results/wrestling/athlete-profile-n1280236-aleksanyan-artur.htm
ALEKSIC Maja,ALEKSIC M,Female,00:00.0,UZICE,Serbia,Serbia,SRB,Volleyball,VVO,,,1.88/6'2'',../../../en/results/volleyball/athlete-profile-n1344655-aleksic-maja.htm
ALEKSIC Milan,ALEKSIC M,Male,00:00.0,BELGRADE,Serbia,Serbia,SRB,Water Polo,WPO,,,,../../../en/results/water-polo/athlete-profile-n1344167-aleksic-milan.htm
ALEKSIIVA Maryna,ALEKSIIVA M,Female,00:00.0,,,Ukraine,UKR,Artistic Swimming,SWA,KHARKIV,Ukraine,1.75/5'8'',../../../en/results/artistic-swimming/athlete-profile-n1449831-aleksiiva-maryna.htm
ALEKSIIVA Vladyslava,ALEKSIIVA V,Female,00:00.0,,,Ukraine,UKR,Artistic Swimming,SWA,KHARKIV,Ukraine,1.76/5'9'',../../../en/results/artistic-swimming/athlete-profile-n1449830-aleksiiva-vladyslava.htm
ALEMANNO Maria Grazia,ALEMANNO MG,Female,00:00.0,GALATINA,Italy,Italy,ITA,Weightlifting,WLF,,,,../../../en/results/weightlifting/athlete-profile-n1351151-alemanno-maria-grazia.htm
ALEMU Habitam,ALEMU H,Female,00:00.0,,Ethiopia,Ethiopia,ETH,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1449986-alemu-habitam.htm
ALESSIO Simone,ALESSIO S,Male,00:00.0,LIVORNO,Italy,Italy,ITA,Taekwondo,TKW,ROME,Italy,,../../../en/results/taekwondo/athlete-profile-n1334910-alessio-simone.htm
ALEXANDER Kayla,ALEXANDER K,Female,00:00.0,"TORONTO, ON",Canada,Canada,CAN,Basketball,BKB,"MILTON, ON",Canada,1.93/6'3'',../../../en/results/basketball/athlete-profile-n1432991-alexander-kayla.htm
ALEXANDRI Anna-Maria,ALEXANDRI AM,Female,00:00.0,MAROUSSI,Greece,Austria,AUT,Artistic Swimming,SWA,,,1.71/5'7'',../../../en/results/artistic-swimming/athlete-profile-n1318418-alexandri-anna-maria.htm
ALEXANDRI Eirini,ALEXANDRI E,Female,00:00.0,MAROUSSI,Greece,Austria,AUT,Artistic Swimming,SWA,,,1.72/5'7'',../../../en/results/artistic-swimming/athlete-profile-n1318419-alexandri-eirini.htm
ALEXIUSSON Agnes,ALEXIUSSON A,Female,00:00.0,,,Sweden,SWE,Boxing,BOX,,,,../../../en/results/boxing/athlete-profile-n1364351-alexiusson-agnes.htm
ALEXUC CIURARIU Alin,ALEXUC CIURARIU A,Male,00:00.0,BOTOSANI,Romania,Romania,ROU,Wrestling,WRE,,,1.93/6'3'',../../../en/results/wrestling/athlete-profile-n1301111-alexuc-ciurariu-alin.htm
ALFADHEL Abdulrahman,ALFADHEL A,Male,00:00.0,,,Kuwait,KUW,Rowing,ROW,,,,../../../en/results/rowing/athlete-profile-n1847924-alfadhel-abdulrahman.htm
ALFARAJ Salman,ALFARAJ S,Male,00:00.0,AL MADINAH,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,,,1.79/5'10'',../../../en/results/football/athlete-profile-n1484631-alfaraj-salman.htm
ALFONSO DOMINGUEZ Loren Berto,ALFONSO DOMINGUEZ,Male,00:00.0,,Cuba,Azerbaijan,AZE,Boxing,BOX,QABALA,Azerbaijan,,../../../en/results/boxing/athlete-profile-n1436390-alfonso-dominguez-loren-berto.htm
ALGHANNAM Khalid,ALGHANNAM K,Male,00:00.0,,,Saudi Arabia,KSA,Football,FBL,,,1.71/5'7'',../../../en/results/football/athlete-profile-n1484600-alghannam-khalid.htm
ALGOTSSON OSTHOLT Sara,ALGOTSSON OSTHOLT,Female,00:00.0,KRISTVALLA,Sweden,Sweden,SWE,Equestrian,EQU,WARENDORF,Germany,,../../../en/results/equestrian/athlete-profile-n1436053-algotsson-ostholt-sara.htm
ALHAMDDAN Abdullah,ALHAMDDAN A,Male,00:00.0,,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,,,1.83/6'0'',../../../en/results/football/athlete-profile-n1484598-alhamddan-abdullah.htm
ALHAMMADI Mohamed,ALHAMMADI M,Male,00:00.0,,United Arab Emirates,United Arab Emirates,UAE,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1720601-alhammadi-mohamed.htm
ALHASSAN Ali,ALHASSAN A,Male,00:00.0,,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,,,1.82/5'11'',../../../en/results/football/athlete-profile-n1484633-alhassan-ali.htm
ALHASSANE Ismael,ALHASSANE I,Male,00:00.0,,,Niger,NIG,Judo,JUD,FRANCE,,,../../../en/results/judo/athlete-profile-n1464939-alhassane-ismael.htm
